"investor_reference"," consumer_creditor_class","debt_amount"
"bs00194810","M2",11350
"NB00195415","M2",180
"KB00195514","M2",2056
"KM00195646","M2",5016
"NM00195811","M2",5793
"al00195877","M2",12362
"KP00196295","M2",460
"DC00196361","M2",201
"dm00196438","M2",2515
"SC00196625","M2",2032
"hg00196878","M2",5685
"SW00197296","M2",100
"PF00197307","M2",5036
"DA00197406","M2",8615
"CS00197439","M2",385
"BC00197560","M2",232
"sh00197670","M2",133
"PA00197725","M2",11654
"SJ00197758","M2",11862
"PH00197945","M2",1143
"PJ00198330","M2",1915
"SV00199045","M2",97920
"BM00199298","M2",23424
"al00199375","M2",61403
"SP00199562","M2",191
"kw00199727","M2",211
"MR00200189","M2",23965
"SH00200464","M2",11604
"DD00200992","M2",5871
"DN00201036","M2",5863
"GL00201333","M2",762
"Gh00203060","M2",16777
"GG00201674","M2",6034
"RN00202136","M2",10365
"SS00202455","M2",7551
"JE00202697","M2",2027
"TE00202719","M2",2027
"DS00202785","M2",1019
"aw00202818","M2",473
"ac00202961","M2",4590
"IH00203104","M2",216
"EW00203291","M2",195
"SW00203302","M2",5792
"NP00203346","M2",12027
"MW00203544","M2",130
"bw00203654","M2",100
"SW00203742","M2",1198
"rp00203775","M2",2548
"AC00204127","M2",3043
"AS00204248","M2",15068
"AW00204402","M2",10373
"MW00204413","M2",5040
"PB00204677","M2",5094
"DL00204930","M2",50694
"YS00205337","M2",11660
"DD00205887","M2",306
"GC00206096","M2",27648
"MW00206151","M2",1140
"JS00207262","M2",5031
"GP00207394","M2",6057
"DP00207493","M2",12074
"HF00207790","M2",874
"AP00207955","M2",182
"RB00208197","M2",5961
"SM00208208","M2",3047
"DT00208681","M2",3562
"RL00208857","M2",1013
"MN00209176","M2",5017
"CR00209220","M2",2424
"JH00209517","M2",913
"GS00209583","M2",139
"JD00209693","M2",3594
"AT00209737","M2",3061
"BT00210210","M2",30142
"MT00210397","M2",5694
"VN00210595","M2",10365
"DS00210837","M2",8112
"CS00210870","M2",10234
"lc00232386","M2",17385
"JD00211101","M2",142
"PJ00211167","M2",117
"MG00211387","M2",10077
"JW00211541","M2",112
"RA00211596","M2",11066
"MM00211805","M2",568
"AM00212432","M2",6004
"ir00212487","M2",6035
"MP00213257","M2",67731
"BN00213367","M2",332
"LN00213554","M2",234
"JR00213719","M2",1135
"SS00213884","M2",2459
"HS00214225","M2",1206
"GK00214467","M2",5162
"RM00214610","M2",228
"DL00214698","M2",2035
"GC00214775","M2",8177
"JB00214929","M2",548
"JK00214951","M2",334
"PD00215094","M2",45288
"SW00215160","M2",2551
"st00215303","M2",69326
"CD00215325","M2",15339
"DA00215556","M2",10108
"DC00215809","M2",261
"PN00215908","M2",40774
"GC00216062","M2",101
"AL00216084","M2",22905
"JY00218581","M2",12510
"DC00216909","M2",102
"MS00216997","M2",1321
"SH00217041","M2",5068
"GD00217052","M2",5026
"sc00217822","M2",81478
"RK00217833","M2",168
"II00217954","M2",191
"MI00218108","M2",10033
"ak00218174","M2",12226
"mr00218526","M2",7089
"CS00219274","M2",10110
"AF00219494","M2",5074
"NK00219571","M2",3182
"MB00219802","M2",4130
"MC00220000","M2",5025
"MY00220088","M2",4574
"WL00220132","M2",2038
"cc00220308","M2",1124
"HL00220319","M2",2038
"JR00220715","M2",5675
"AO00220748","M2",10357
"GC00220957","M2",2069
"TT00221001","M2",17938
"JW00221188","M2",149
"MR00221232","M2",11580
"SM00221441","M2",2007
"PJ00221463","M2",119589
"AP00221496","M2",11396
"MJ00221639","M2",7425
"EA00222211","M2",31250
"DS00222255","M2",15110
"FY00222761","M2",16294
"SP00222805","M2",2198
"MC00222959","M2",2683
"MR00223069","M2",3045
"JD00223080","M2",11142
"DS00223256","M2",4208
"GB00223388","M2",4082
"HC00223806","M2",3384
"AC00224235","M2",1016
"AB00224510","M2",20215
"JE00224565","M2",81704
"HW00224576","M2",85887
"JF00224785","M2",10053
"PS00224840","M2",20380
"DG00224917","M2",33651
"VD00224950","M2",3329
"IM00224983","M2",1077
"RH00225016","M2",5022
"SG00225104","M2",430
"SH00227799","M2",20530
"MS00226105","M2",56626
"PN00226270","M2",40643
"SB00226435","M2",10175
"MH00226754","M2",2452
"DE00226787","M2",2033
"JW00227359","M2",2014
"JS00227403","M2",5979
"PB00227414","M2",20361
"ND00227425","M2",1507
"EU00227480","M2",5085
"NM00227799","M2",6031
"cB00227865","M2",5063
"EW00227931","M2",10061
"AR00229240","M2",663
"AG00228294","M2",202
"IM00228602","M2",30304
"DT00228635","M2",1196
"NW00228690","M2",1708
"sf00228899","M2",2092
"RS00228921","M2",20331
"MC00228954","M2",19207
"IF00229031","M2",89708
"JH00229097","M2",4089
"SK00229152","M2",11308
"NJ00229361","M2",12066
"RG00229559","M2",10162
"jI00229581","M2",66315
"DP00229647","M2",26098
"HL00229724","M2",7080
"km00229801","M2",9143
"NG00230087","M2",2541
"BS00230098","M2",116
"MD00230120","M2",1018
"HC00230153","M2",30187
"JM00230219","M2",242
"ML00230538","M2",11308
"JC00239316","M2",10396
"LM00231220","M2",6083
"JP00231319","M2",5456
"TW00231407","M2",5120
"OB00231484","M2",4070
"cl00231792","M2",5615
"AT00231924","M2",47960
"LJ00231979","M2",10370
"MC00232353","M2",40371
"CH00232441","M2",10152
"dp00232815","M2",5317
"RH00232870","M2",1927
"cb00232936","M2",2206
"BA00233200","M2",1340
"AS00233321","M2",525
"JK00233882","M2",4588
"CM00234036","M2",19935
"AP00234531","M2",7653
"KN00234542","M2",101
"mj00235015","M2",2023
"RB00235180","M2",5800
"As00235389","M2",101
"CG00235785","M2",10099
"DW00235873","M2",25314
"GJ00236038","M2",1016
"mb00236203","M2",1128
"PD00236324","M2",5740
"EC00236423","M2",10043
"LM00236742","M2",5643
"DB00236808","M2",17250
"RJ00237336","M2",126
"GH00237457","M2",10048
"IW00237567","M2",10647
"AP00237875","M2",115
"MM00237996","M2",3342
"HF00238150","M2",8167
"mb00238370","M2",508
"GP00238414","M2",1794
"MH00238425","M2",4502
"IB00238546","M2",75502
"MM00238744","M2",6091
"mS00238843","M2",117
"JJ00238865","M2",203
"AS00239206","M2",5606
"NP00239393","M2",2025
"RB00239481","M2",239
"RD00239723","M2",4574
"CM00239844","M2",1019
"MR00240152","M2",8103
"JH00240185","M2",1791
"AW00240207","M2",901
"DB00240262","M2",36180
"CB00240405","M2",3414
"MD00240526","M2",5615
"RR00240812","M2",2504
"JP00240955","M2",5034
"GS00241142","M2",5062
"DJ00241285","M2",101
"sB00241549","M2",114
"AF00241791","M2",10466
"JS00241813","M2",20159
"CW00241890","M2",3019
"RW00241923","M2",25233
"TP00242099","M2",108896
"PL00242132","M2",5751
"AS00242165","M2",6175
"HS00242209","M2",115
"Mf00242286","M2",3681
"PC00242341","M2",5080
"AK00242616","M2",539
"RS00242737","M2",10152
"PC00242803","M2",2531
"SL00242957","M2",2527
"JH00243001","M2",627
"SN00243067","M2",121
"LT00243320","M2",814
"PW00243584","M2",4053
"DD00243826","M2",6549
"DW00243848","M2",308
"ip00243870","M2",1167
"PC00243914","M2",5980
"AC00244222","M2",2527
"MB00244640","M2",5781
"OR00244915","M2",10060
"ch00245014","M2",4049
"BH00245036","M2",2879
"JO00245245","M2",1225
"DR00245663","M2",4581
"DH00245784","M2",3031
"DL00245806","M2",100895
"AJ00246191","M2",1816
"ms00246246","M2",11277
"LS00246257","M2",1008
"RB00246268","M2",5766
"DW00246312","M2",1593
"MH00246323","M2",231
"MT00246532","M2",9096
"NC00246884","M2",101
"MT00246906","M2",5928
"SM00246961","M2",10112
"SW00247027","M2",2010
"RT00247038","M2",101
"rc00247104","M2",505
"AW00247137","M2",3687
"AS00247500","M2",5054
"HE00247533","M2",10112
"PB00248028","M2",50258
"NP00248149","M2",10686
"JH00248457","M2",1905
"RJ00248512","M2",5171
"dt00248732","M2",28113
"JB00249095","M2",559
"JJ00249139","M2",121
"KT00249150","M2",11602
"IW00249216","M2",5224
"MG00249337","M2",733
"JW00249656","M2",7143
"SF00249689","M2",2390
"AS00249909","M2",1704
"CR00249953","M2",1792
"jr00250063","M2",5255
"JW00250129","M2",10122
"MS00250360","M2",1786
"RH00250371","M2",101
"aj00250833","M2",2387
"mw00251020","M2",5060
"SB00251130","M2",3088
"ET00251196","M2",20209
"AM00251240","M2",6848
"RJ00251295","M2",33375
"NH00251350","M2",10042
"FB00251812","M2",6050
"PW00251878","M2",30121
"MW00252054","M2",5675
"DM00252450","M2",22685
"as00252593","M2",2011
"dd00252747","M2",134
"DW00253088","M2",21603
"JC00253341","M2",101
"rr00253462","M2",1510
"CC00253495","M2",1208
"AV00253506","M2",756
"DO00253627","M2",113
"VB00253704","M2",1596
"LB00253726","M2",1596
"jr00254111","M2",1645
"GB00254595","M2",2528
"SP00254628","M2",1016
"AA00254672","M2",11272
"KA00254881","M2",1127
"MF00255101","M2",1516
"dl00255530","M2",10863
"DB00255717","M2",2528
"ET00255728","M2",1157
"JR00255794","M2",1790
"BR00255816","M2",1790
"pi00255882","M2",10095
"AB00256091","M2",1017
"DL00256201","M2",2020
"LB00256388","M2",1213
"MM00256432","M2",115
"NW00256564","M2",5183
"RI00256784","M2",1513
"IC00256872","M2",12930
"JS00257246","M2",5742
"PC00257532","M2",15196
"PM00257598","M2",5016
"ac00257961","M2",513
"AW00257983","M2",2028
"DC00258027","M2",100
"JC00258522","M2",102
"DH00258973","M2",5968
"lb00258984","M2",101
"DA00259061","M2",10146
"JH00259083","M2",23181
"SG00259094","M2",5716
"jS00259281","M2",101
"MR00259358","M2",1787
"DF00259490","M2",3618
"DT00259567","M2",503
"SM00260007","M2",5630
"AM00260183","M2",5666
"SB00260249","M2",20847
"MG00260436","M2",5040
"JC00260579","M2",20179
"jB00260667","M2",13059
"TH00260678","M2",16796
"PW00260810","M2",3940
"LP00260898","M2",5041
"IG00260942","M2",8364
"SC00261206","M2",5201
"JO00261558","M2",11427
"tM00261624","M2",10718
"BS00261756","M2",1797
"JV00262097","M2",10176
"LW00262229","M2",10386
"AK00262372","M2",755
"WJ00262493","M2",10066
"KH00263373","M2",100
"BO00263406","M2",5827
"NW00263571","M2",9184
"GG00263681","M2",10062
"SP00263813","M2",4167
"SK00263890","M2",3259
"DS00264176","M2",2945
"SS00264209","M2",3107
"GW00264374","M2",20147
"KM00264660","M2",201
"SM00264682","M2",115019
"PD00265122","M2",10068
"LG00265144","M2",10070
"DH00265375","M2",26071
"br00265738","M2",20117
"MH00265903","M2",119
"NS00265958","M2",1008
"PC00266244","M2",14146
"JR00266409","M2",5032
"MH00266464","M2",11350
"GC00266662","M2",2375
"CD00266794","M2",5883
"RH00266838","M2",15605
"GR00267025","M2",20120
"CD00267135","M2",28189
"TA00267157","M2",10802
"AJ00267267","M2",202
"EB00267333","M2",5063
"JJ00267674","M2",6755
"ds00267828","M2",112
"LD00267850","M2",10995
"dw00267883","M2",314
"JB00267894","M2",101
"MC00268125","M2",5108
"CP00268191","M2",159
"DP00268224","M2",141
"NS00268301","M2",5632
"sb00268510","M2",1202
"TS00268653","M2",2523
"SD00268961","M2",8246
"LR00268983","M2",10064
"PW00269038","M2",5785
"DM00269126","M2",10282
"pe00269214","M2",14076
"AW00269467","M2",10063
"SM00269489","M2",5193
"MO00269676","M2",2045
"MW00269995","M2",10268
"IK00270281","M2",201
"CC00270600","M2",519
"LT00270963","M2",113378
"CB00271381","M2",5627
"MG00271414","M2",5944
"TG00271458","M2",5117
"MC00271502","M2",702
"ND00271546","M2",5127
"MB00271623","M2",417217
"DS00271755","M2",30106
"Sw00271865","M2",1930
"GW00271909","M2",46195
"SL00272030","M2",16790
"JW00272063","M2",22743
"MW00272107","M2",2011
"PB00272217","M2",5708
"DB00272272","M2",24110
"JR00272371","M2",76313
"IS00272437","M2",231
"BP00272624","M2",10390
"JT00272657","M2",5270
"RC00272800","M2",5181
"RN00272921","M2",11750
"GC00272965","M2",10098
"MB00272987","M2",1178
"PT00273350","M2",17025
"rp00273537","M2",46469
"GC00273614","M2",7176
"KA00273625","M2",518
"NM00273647","M2",2594
"DC00273812","M2",13578
"FM00274054","M2",1044
"ES00274164","M2",13049
"SK00274252","M2",731
"DP00274417","M2",104
"VR00274549","M2",5625
"km00274560","M2",101
"PS00274593","M2",30968
"SS00274901","M2",613
"SD00274945","M2",10068
"MJ00275143","M2",553
"DG00275187","M2",5805
"PH00275198","M2",20369
"AQ00275682","M2",14316
"MB00275726","M2",519
"JE00275858","M2",5174
"TM00275924","M2",114
"DC00275979","M2",1176
"DL00276023","M2",24431
"JB00276144","M2",2319
"pk00276254","M2",2408
"pm00276540","M2",12051
"SM00276804","M2",2595
"AW00276903","M2",2246
"AS00276980","M2",22662
"CH00277277","M2",1163
"CB00277464","M2",11859
"sg00277519","M2",3103
"DT00277563","M2",19427
"EO00277651","M2",104
"AL00277662","M2",5095
"AB00277673","M2",11597
"JS00277717","M2",20005
"GR00277783","M2",8957
"RJ00277827","M2",5624
"SM00277926","M2",11370
"AC00278036","M2",20748
"HS00278135","M2",10336
"DE00278322","M2",25533
"GG00278608","M2",3102
"SH00278641","M2",5028
"SI00278740","M2",5210
"LB00278795","M2",10339
"LN00278817","M2",55429
"Wl00278872","M2",15284
"CP00279147","M2",20848
"FU00279180","M2",11568
"LH00279202","M2",2979
"Sb00279422","M2",3941
"MH00279466","M2",16094
"GH00279477","M2",30940
"RG00279499","M2",3094
"ph00279719","M2",15048
"AL00279785","M2",1036
"SN00280005","M2",5031
"TM00280082","M2",3346
"mp00280093","M2",25483
"DR00280280","M2",5938
"RC00280797","M2",2008
"SD00280962","M2",518
"LK00281072","M2",2587
"DT00281116","M2",5887
"SP00281149","M2",10330
"NS00281380","M2",10361
"RM00281534","M2",6027
"CH00281567","M2",12404
"jp00281831","M2",2051
"EA00282018","M2",20075
"AS00282194","M2",594
"gm00282293","M2",2070
"IO00282381","M2",10337
"PN00282568","M2",3153
"MA00282711","M2",5030
"SS00282854","M2",2587
"JS00283184","M2",6317
"LT00283338","M2",4683
"AB00283404","M2",15597
"MM00283459","M2",29648
"TS00283613","M2",24785
"TK00283679","M2",28772
"KT00283778","M2",504
"SL00284064","M2",28228
"AM00284196","M2",11870
"CB00284306","M2",4621
"GB00284317","M2",584
"mw00284592","M2",40718
"JC00284603","M2",15516
"OP00284625","M2",5198
"DH00284823","M2",5172
"SW00284867","M2",5169
"DF00285142","M2",10319
"EG00285186","M2",10333
"FT00285472","M2",1293
"SH00285648","M2",10718
"GC00285681","M2",1012
"NC00285714","M2",2541
"AS00285824","M2",5777
"SW00285934","M2",5942
"SM00285956","M2",10380
"PM00286044","M2",946
"rt00286132","M2",5169
"AS00286671","M2",7233
"AP00287078","M2",11188
"JR00287496","M2",5066
"HM00287661","M2",8668
"DS00287727","M2",181
"HB00287771","M2",10040
"Mr00288211","M2",2007
"BM00288222","M2",2071
"LW00288310","M2",2065
"AS00288321","M2",3412
"mm00288398","M2",15194
"RO00288948","M2",12932
"HS00289113","M2",17526
"GD00289190","M2",11111
"AT00289311","M2",5798
"SG00289487","M2",5160
"LO00289630","M2",31033
"TS00289894","M2",846
"dm00290037","M2",5481
"CM00290136","M2",25808
"nb00290180","M2",2020
"NB00290279","M2",15485
"VN00290532","M2",104
"AF00290818","M2",2580
"MT00290873","M2",41088
"DG00290961","M2",22635
"SD00290972","M2",27953
"AB00291148","M2",3065
"DS00291214","M2",5841
"MG00291313","M2",10293
"JB00291423","M2",11524
"HK00291467","M2",10319
"KM00291742","M2",5932
"UB00291753","M2",15535
"mk00291907","M2",23169
"PC00292050","M2",6684
"TB00292127","M2",7734
"MB00292215","M2",12899
"ND00292314","M2",5359
"jw00292336","M2",25536
"ME00292589","M2",8858
"LB00292677","M2",20696
"MG00293568","M2",1582
"SW00293909","M2",31320
"AM00293920","M2",206
"ds00294140","M2",1035
"PJ00294250","M2",2067
"AW00294261","M2",4204
"DB00294283","M2",413
"JA00294899","M2",3091
"mr00294932","M2",2555
"Gw00295163","M2",10311
"SB00295196","M2",4610
"KM00295218","M2",51536
"AB00295273","M2",6041
"BW00295592","M2",1032
"NE00295658","M2",515
"AV00296032","M2",12880
"BG00296120","M2",6050
"JA00296241","M2",2375
"MB00296318","M2",12236
"WS00296428","M2",192
"MB00296615","M2",1551
"PC00296758","M2",53395
"ms00296802","M2",2585
"AM00297022","M2",345
"RH00297275","M2",17590
"LJ00297385","M2",35935
"KW00297396","M2",5202
"bo00297660","M2",2059
"RL00297836","M2",6176
"AS00297935","M2",3088
"CD00298023","M2",15759
"EB00298452","M2",12916
"TW00298771","M2",30952
"sp00298848","M2",14923
"WP00298859","M2",11023
"gj00298881","M2",202
"DS00298914","M2",2065
"CB00298925","M2",1084
"PB00299079","M2",5140
"PC00299376","M2",5141
"LS00299508","M2",10266
"HP00299519","M2",11582
"RP00299552","M2",10224
"PH00299585","M2",10251
"SJ00299772","M2",9725
"SL00299805","M2",263
"KH00299882","M2",2911
"PR00299915","M2",2065
"MM00299926","M2",10280
"NG00300080","M2",31811
"WE00300179","M2",8123
"LE00300212","M2",15419
"JC00300234","M2",15905
"SJ00300355","M2",272
"DP00300388","M2",309
"HS00300443","M2",1004
"LG00300608","M2",29632
"LH00300696","M2",3059
"cD00300839","M2",3082
"DB00301180","M2",1027
"MC00301411","M2",3065
"FV00301422","M2",103
"BD00301488","M2",15416
"DM00301499","M2",20586
"VG00301565","M2",20536
"EO00301587","M2",3033
"CB00301598","M2",5027
"JO00301631","M2",1099
"AB00301697","M2",5456
"RD00301708","M2",103109
"SP00302005","M2",5416
"DG00302049","M2",2291
"mm00302093","M2",205
"RA00302324","M2",14007
"CT00302379","M2",5126
"CR00302390","M2",25766
"NP00302522","M2",5134
"PS00302533","M2",2007
"RP00302775","M2",20103
"MW00302929","M2",4688
"JP00303017","M2",5148
"PD00303072","M2",3080
"CP00303138","M2",5128
"AL00303237","M2",5017
"EK00303314","M2",10266
"BH00303347","M2",10231
"BA00303633","M2",206
"RD00303666","M2",1131
"DM00303677","M2",512
"JZ00303732","M2",3077
"mj00303754","M2",1028
"SH00303985","M2",5125
"JM00304062","M2",2722
"EC00304095","M2",61538
"JC00304106","M2",12525
"SH00304183","M2",6153
"MP00304227","M2",2705
"JL00304601","M2",11278
"AB00304711","M2",5054
"KW00304810","M2",1027
"PD00304821","M2",5911
"AA00304909","M2",1026
"HB00304942","M2",7026
"DR00304986","M2",5018
"CS00305096","M2",20513
"LW00305151","M2",5121
"AT00305173","M2",3057
"AG00305195","M2",6153
"ct00305206","M2",15361
"mb00305228","M2",1023
"NP00305239","M2",20398
"NM00305272","M2",5144
"DJ00305283","M2",10252
"CL00305338","M2",12294
"MB00305360","M2",10247
"EC00305426","M2",17365
"AB00305459","M2",4093
"EJ00305503","M2",2562
"CC00305547","M2",7681
"PS00305558","M2",10282
"kw00305569","M2",30643
"ES00305701","M2",46454
"cp00305756","M2",256
"CE00305954","M2",25590
"MW00305965","M2",5106
"CE00306020","M2",25645
"CB00306196","M2",5130
"hj00306262","M2",20428
"WM00306273","M2",17234
"SR00306317","M2",11513
"SP00306405","M2",5117
"DB00306548","M2",20339
"KW00306592","M2",30544
"EM00306647","M2",7158
"LW00306658","M2",15332
"SD00306713","M2",21269
"OJ00306757","M2",3242
"GE00306845","M2",102
"GM00306977","M2",40997
"TG00307010","M2",151
"MT00307087","M2",511
"NB00307109","M2",511
"PM00307131","M2",513
"js00307175","M2",22664
"CC00307186","M2",3067
"JM00307197","M2",512
"DL00307263","M2",2333
"DL00307461","M2",511
"LH00307494","M2",255
"PM00307725","M2",10201
"GM00307736","M2",10201
"NA00307769","M2",5106
"DG00307780","M2",10236
"KD00307791","M2",25213
"jm00307857","M2",612
"MJ00308121","M2",5096
"PZ00308451","M2",102
"ts00308517","M2",8289
"JG00308550","M2",25433
"gw00308594","M2",49198
"JB00308715","M2",5433
"JL00308781","M2",5624
"AW00308869","M2",60574
"MS00308880","M2",30491
"LR00308924","M2",1182
"IC00309023","M2",10082
"SJ00309111","M2",6568
"RN00309122","M2",7826
"JB00309144","M2",10175
"KB00309232","M2",113
"JA00309430","M2",10548
"RC00309474","M2",6096
"AP00309551","M2",985
"LP00309606","M2",6060
"cw00309749","M2",5596
"KM00309760","M2",1016
"ES00309870","M2",196634
"MN00309914","M2",5079
"RS00309947","M2",841
"SB00309969","M2",120
"SW00310024","M2",20247
"AT00310134","M2",5583
"MF00310167","M2",10148
"SF00310189","M2",20099
"AF00310321","M2",5076
"AN00310354","M2",118
"JW00310453","M2",5027
"DM00310464","M2",2512
"VC00310552","M2",5079
"st00310563","M2",5792
"Rw00310640","M2",15180
"VM00310673","M2",2030
"JM00310695","M2",3349
"DO00310750","M2",25271
"GK00310761","M2",5065
"NP00310805","M2",25101
"CS00310860","M2",10124
"MS00310893","M2",25283
"JD00310981","M2",749
"CL00311080","M2",1013
"WL00311179","M2",83892
"SB00311190","M2",10118
"EH00311300","M2",21486
"BS00311388","M2",17083
"NB00311564","M2",18142
"DC00311696","M2",5624
"TR00311795","M2",8084
"VL00311894","M2",5041
"GR00312070","M2",5049
"JT00312103","M2",4171
"EW00312191","M2",4162
"BP00312202","M2",444
"FP00312224","M2",5053
"PP00312235","M2",10073
"XM00312279","M2",1815
"VA00312301","M2",7878
"KO00312455","M2",1515
"SM00312499","M2",15126
"MP00312521","M2",2517
"ST00312620","M2",10082
"PG00312741","M2",100676
"DO00312796","M2",36327
"JP00312840","M2",1135
"DC00312939","M2",5914
"AC00313159","M2",606
"TJ00313170","M2",1162
"CD00313236","M2",45450
"NA00313280","M2",12992
"VW00313313","M2",10058
"SW00313346","M2",2326
"WT00313357","M2",2959
"cm00313511","M2",1006
"AA00313676","M2",10842
"AC00314050","M2",36270
"jt00314116","M2",502
"LV00314182","M2",3143
"OL00314281","M2",9014
"PM00314446","M2",5031
"BP00314490","M2",5860
"FF00314556","M2",18070
"JB00314589","M2",1505
"DS00314633","M2",11373
"rl00314666","M2",18919
"GW00314809","M2",11062
"IB00314853","M2",6020
"BS00314886","M2",6026
"NB00315282","M2",25100
"HB00315293","M2",25100
"VD00315458","M2",20089
"JS00315535","M2",14059
"SL00315590","M2",17217
"KP00315799","M2",5772
"WP00315821","M2",579
"MF00316041","M2",5991
"PA00316074","M2",116
"JW00316151","M2",11516
"RW00316162","M2",11516
"VC00316371","M2",13079
"CB00316448","M2",300
"AE00316844","M2",21911
"HT00316866","M2",2874
"df00317163","M2",101
"BD00317229","M2",5713
"SV00317295","M2",1149
"ml00317372","M2",2981
"DS00317427","M2",14905
"AL00317570","M2",6357
"FC00317658","M2",100754
"WL00317691","M2",4567
"SJ00317724","M2",15907
"CH00317757","M2",11482
"pc00317834","M2",1190
"IW00317900","M2",11894
"RW00317988","M2",5818
"DP00318098","M2",22916
"GS00318318","M2",29252
"cp00318351","M2",228
"JS00318395","M2",1506
"SS00318472","M2",8867
"TC00318934","M2",5694
"DG00319088","M2",50345
"IS00319099","M2",23582
"PC00319132","M2",18862
"MH00319209","M2",28722
"CD00319363","M2",45409
"AP00319506","M2",11346
"DW00319561","M2",18792
"DB00319627","M2",5865
"NH00319693","M2",3450
"NC00319726","M2",6882
"AC00319737","M2",12911
"GP00319836","M2",101
"SK00319858","M2",586
"KP00319913","M2",150511
"DE00319957","M2",2263
"mb00319979","M2",13053
"CH00320155","M2",3015
"JD00320254","M2",21214
"KC00320287","M2",5822
"AW00320375","M2",11274
"BS00320397","M2",2283
"CT00320463","M2",22547
"MN00320518","M2",20087
"FM00320606","M2",201
"BK00320650","M2",10061
"DM00320683","M2",5912
"Sm00320716","M2",11230
"lf00320749","M2",5793
"JZ00320782","M2",5615
"QW00320804","M2",17632
"Gr00320826","M2",60220
"DS00320848","M2",100
"MJ00317570","M2",16750
"MK00317614","M2",1132
"et00317691","M2",10075
"EB00317724","M2",115051
"BD00317746","M2",2205
"TB00319957","M2",11188
"AM00011451","M3",3763
"RW00011638","M3",137
"MP00012199","M3",655
"MW00012749","M3",11538
"JL00012782","M3",7232
"RT00013266","M3",2522
"cH00013618","M3",4817
"CP00014234","M3",1174
"AB00014322","M3",194
"JP00014355","M3",5536
"PD00014564","M3",916
"DW00014729","M3",15252
"LH00014949","M3",847
"JW00015147","M3",15147
"jm00015400","M3",535
"CV00015433","M3",2052
"DT00015741","M3",5592
"PA00016049","M3",202
"GH00016390","M3",926
"JH00016434","M3",45203
"YB00016588","M3",219
"AT00016621","M3",11047
"BS00016874","M3",1310
"RM00016962","M3",5041
"PM00017017","M3",3453
"MM00017226","M3",513
"CP00017325","M3",11300
"RW00017369","M3",136
"RB00017908","M3",3548
"SR00017952","M3",5036
"NT00018084","M3",12436
"NR00018249","M3",7699
"pm00018359","M3",5506
"MH00018865","M3",7046
"ML00018887","M3",5638
"wd00019217","M3",6254
"DL00019272","M3",10557
"JB00019514","M3",20369
"JC00019536","M3",132
"GB00019547","M3",10978
"AR00019866","M3",5497
"SW00020548","M3",310
"AB00020878","M3",9418
"em00021978","M3",116
"SF00022396","M3",220
"ED00022979","M3",12252
"GM00023001","M3",245
"CM00023430","M3",26416
"JS00024376","M3",8394
"MS00024629","M3",5730
"ts00025355","M3",330
"MJ00025366","M3",14279
"IW00025476","M3",100
"cg00025531","M3",1274
"AW00025652","M3",2385
"IS00026081","M3",49599
"SB00026378","M3",1070
"dn00026774","M3",15025
"MD00026862","M3",2182
"SS00027016","M3",1062
"PO00027236","M3",51971
"NR00027456","M3",346
"CB00027687","M3",7999
"PV00028248","M3",4218
"PC00028908","M3",19654
"SD00028974","M3",135
"WF00029007","M3",3108
"CB00029359","M3",140
"DM00029997","M3",4278
"PF00030965","M3",538
"AF00031779","M3",1155
"GP00031823","M3",5509
"DS00031878","M3",3795
"sl00032010","M3",434
"RG00032230","M3",15117
"jr00032351","M3",554
"TC00032582","M3",5656
"KY00032637","M3",2367
"st00032648","M3",3168
"jw00033231","M3",357
"MW00033297","M3",161
"BN00033440","M3",5276
"JF00033495","M3",37859
"MW00033583","M3",11244
"SB00033924","M3",347
"FB00034540","M3",8303
"AN00034617","M3",4817
"DW00035398","M3",231
"EP00035629","M3",6563
"VP00035662","M3",5630
"DH00035783","M3",2913
"DJ00035816","M3",903
"PS00036091","M3",6674
"MG00036267","M3",15132
"DH00036487","M3",67135
"AL00036553","M3",1004
"JB00036619","M3",4035
"PC00036740","M3",34354
"PS00036762","M3",11174
"BS00037004","M3",412
"AD00037708","M3",1040
"JL00037741","M3",2359
"MB00038060","M3",1167
"CR00038148","M3",805
"CC00038522","M3",15950
"PS00038643","M3",654
"DW00038764","M3",110
"RP00038885","M3",116
"Ae00039116","M3",858
"KL00039215","M3",1097
"IM00039666","M3",1679
"TL00039699","M3",514
"MA00040370","M3",276
"dh00040403","M3",503
"dg00040502","M3",3024
"SR00041250","M3",722
"MM00041910","M3",154
"TE00042009","M3",10287
"IN00042240","M3",2532
"MP00042438","M3",3671
"FC00042658","M3",10945
"DC00043175","M3",5544
"TS00044341","M3",348
"BM00044407","M3",2654
"JW00044770","M3",303
"SD00045683","M3",11237
"IC00045892","M3",1177
"ZJ00046409","M3",865
"jm00046453","M3",16778
"AC00046750","M3",1713
"SJ00047058","M3",397
"SJ00047839","M3",5604
"SM00048323","M3",322
"RJ00048884","M3",2483
"LL00049786","M3",65391
"RM00050270","M3",1835
"mc00050446","M3",2259
"RP00051073","M3",4039
"jG00051601","M3",3541
"SD00051766","M3",5633
"RB00052118","M3",10870
"GO00052602","M3",530
"GB00052800","M3",265
"HF00053350","M3",121
"EW00054021","M3",7066
"JS00054406","M3",536
"DH00054879","M3",5463
"RB00054945","M3",5029
"jm00055264","M3",823
"JC00055913","M3",10050
"MG00055968","M3",664
"HG00056617","M3",2241
"GP00056694","M3",101
"PS00057112","M3",6590
